The Stormlight Archives,Brandon Sanderson,184,"christiankeeney, dawnbot, crokus_n_al, Anderson_Dawes, Eldrene_Ay_Ellan, 00dani3l, StrangerInAlps, farstrid3r, ricree, timetwister, master6494, onrack, illyriaya, Woahno, DivisionMatrix, wanemarr, Vatsdimri, StarlightEstel, SaltyBoyM, JackYAqua, WombatHats, Fox9933, Mattyes, CapNitro, js52000, Abelincononabear, Sidion101, FleeetKeptRunning, lmason115, Manlir, hubushnubah, Tur4, SceptileTheReptile, Titan_Arum, LordOfSwords, hajakuja, TheSecondBest, aboyplayingdota, andypeloquin, Nihilistic_Avocado, WitsDumbLuck, Kikanolo, Fimus86, cpt_pancreas, DreamweaveMirar, Authentic-Albion, thebigredblob, play_the_puck, Stonelegs, lordfarkle, jljackson2, odd2002night, AmoronDonkeyballs, AngelDeath2, Jormunglycon, Extore, speakerforthe, derivative_of_life, Fuck-Moash, UncleObli, infinitylady89, Redagain_xinc, X_Ravenfire, evilshindig, JATION, Lagerbottoms, Nersevan, deadkeepteaching, Aetiusx, mygoldenfeces, jessyi24, erai91, Vinxii, nauhel, Nighteyes89, Scyther99, Son_of_Winterfell, Ashen_Heart, Asheweaver, ParanoidAndroid09, _0_-o--__-0O_--oO0__, misterjinx878, ACardAttack, RamboTarzann, Karaeth, theEolian, mangle89, green_name, xland44, IrnBruFiend, MusubiKazesaru, struttersix, zagon2, lazyear, Hurinfan, sedirep, xmaster001, ReadingNPlaying, KKalonick, Saalfin, uhohmomspaghetti, TheStig136, Cr1spy10, peyton_manhead, OKINGPAC, Raestagg, avfc_66, StrawbIchigo, Barristan_the_Old, No_Serenity, TaborlintheGreat322, acexacid, BLNelson, JMLP23, Redlilymc, Helli784, Destynie, baderl0ck, jalucard, Jierda175, LordKatakuri, tobias33, happypolychaetes, illkraz, tst619, marethyu316, ObiShaunKenobi, ABAB0008, Adrason, iamteehee2, Skyrider006, mysterymachine08, GarbagePailKid90, SHWiMM, jbatchen, Grayriser, bookfly, Dakob, Keriew, Mike-Dane, tkinsey3, Corey_Actor, cornpenguin01, DalinarUnited, ehudsdagger, AManHasN0UserName, MFanjos, Salaris, thewhitewoof, CertifiedMentat, duckorgies, Istarial, Lightylantern, ASIC_SP, DreaMorpheuSandman, Kayzels, StrizzyMizzy, Shompta, MLKdidnothingwrong, theelbandito, KristinnK, mistymountainz, ParanoidQ, Dr_Dangles, misssim1, FrankieFatHands, The_Octonion, StudentofGab, soccerllama, WeDoNotSow, jship23, celebrimbor2, threeolives, Digger412, swaindrous, HellaSober, SpherrY, Emospence, dogfoodtears, KingKillerKvvothe, felinor12, LordofMoonsSpawn, andrewssousa, ASIC_SP, "
Ash and Sand,Richard Nell,2,"Nersevan, barb4ry1"
Thieves World,Robert Lynn Asprin,2,"ShadyMcShade1, mndrew, "
Innsmouth Legacy,Ruthanna Emrys,2,"The_Real_JS, wishforagiraffe"
Seven Blades in Black,Sam Sykes,2,"Phyrkrakr, vigasia, "
The Doctrine of Labyrinths,Sarah Monette,2,"Tikimoof, StarlightEstel,"
In Other Lands,Sarah Rees Brennan,2,"Nova_Mortem, Megan_Dawn"
October Daye,Seanan McGuire,2,"Hawk1138, boc1892, "
The Khaavren Romances,Steven Brust,2,"HellaSober, TangledPellicles, "
Once and Future King,T.H. White,2,"PeaceFroger229, Absurdulon, "
Zones of Thought,Vernor Vinge,2,"derivative_of_life, JATION, "
Pact,Wildbow,2,"speedchuck, Gregor__Eisenhorn, "
Traveler's Gate,Will Wight,2,"Salaris, iceman012, "
Neuromancer,William Gibson,2,"Aluhut, Angus_McFife13, "
Deerskin,Robin McKinley,2,"SeiShonagon, lyrrael"
Hidden Sea Tales,A.M. Delamonica,1,"wishforagiraffe, "
A Wizard's Forge,A.M. Justice,1,"anna_k_s,"
The Thing Itself,Adam Roberts,1,"Freeky,"
Snakewood,Adrian Selby,1,"JamesLatimer,"
The Winter Road,Adrian Selby,1,"LoniBana,"
Dogs of War,Adrian Tchaikovsky,1,"CMDR_Concubine, "
Echoes of the Fall,Adrian Tchaikovsky,1,"GarrickWinter, "
La Horde du Contrevent,Alain Damasio,1,"kaahr,"
Watchmen,Alan Moore and Dave Gibbons,1,"Esbilon,"
Tufa,Alex Bledsoe,1,"xetrov, "
Worth the Candle,Alexander Wales,1,"Cedocore,"
The House of Shattered Wings,Aliette de Bodard,1,"Arion_rufus, "
Obsidian and Blood,Aliette de Bodard,1,"LOLtohru,"
The Books of Pellinor,Alison Croggon,1,"TinyFlyingLion, "
The Kingmaker Chronicles,Amanda Bouchet,1,katiedid1991
The Necromancer Chronicles,Amanda Downum,1,"MistressBedlam,"
Illuminae Files,Amie Kaufman and Jay Kristoff,1,"ef_miller,"
Wi'tch World,Andre Norton,1,"WanderingWayfarer, "
Lord of All Things,Andreas Eschbach,1,"Akill0816,"
Weapons and Wielders,Andrew Rowe,1,"mysterycookie333,"
The Only City Left,Andy Goldman,1,"RyanToxopeus,"
Septimus Heap,Angie Sage,1,"TheR2P2,"
The Raven Tower,Ann Leckie,1,"AwkwardTurtle,"
Empire of Dust,Anna Smith Spark,1,"Akill0816,"
Autobiography of Red,Anne Carson,1,"polarunderwear, "
Rendezvous With Rama,Arthur C. Clarke,1,Marswolf01
The Songs of Distant Earth,Arthur C. Clarke,1,"Freeky,"
The Brothers Lionheart,Astrid Lindgren,1,"KristinnK,"
Course of Honor,Aviolot,1,"SeiShonagon,"
"So I'm a Spider, So What",Baba Okina,1,"Salaris, "
Children Trilogy,Ben Peek,1,"cainthevaliant,"
Fables,Bill Willingham,1,"Mr-Thursday,"
Legion,Brandon Sanderson,1,"ParanoidAndroid09,"
Skyward,Brandon Sanderson,1,"ParanoidAndroid09,"
Shadows for Silence in the Forest of Hell,Brandon Sanderson,1,"OKINGPAC,"
Ultimate Spider-Man,Brian Bendis,1,"Mr-Thursday,"
Coramonde,Brian Daley,1,"boc1892,"
The Trysmoon Saga,Brian K. Fuller,1,ADFTBA
Saga,Brian K. Vaughan,1,"WeDoNotSow,"
Five Warrior Angels,Brian Lee Durfee,1,"Anderson_Dawes, "
Throne of Bones,Brian McNaughton,1,"Paraframe,"
Schismatrix,Bruce Sterling,1,"Aluhut,"
Wings of War,Bryce O'Connor,1,"anna_k_s,"
Black Wine,Candas Jane Dorsey,1,"polarunderwear, "
Rai-Kirah trilogy,Carol Berg,1,"niko-no-tabi,"
The One Who Eats Monsters,Casey Matthews,1,"ICreepAround,"
The Mortal Instruments,Cassandra Clare,1,"TheCraftyPanda,"
Deathless,Catherynne M Valente,1,CarolinaCM
The Orphan's Tales,Catherynne M Valente,1,Connyumbra
Fairyland,Catherynne M Valente,1,bubblegumgills
Greenmantle,Charles de Lint,1,"Redlilymc,"
Merchant Princes,Charles Stross,1,"CHMonster,"
All the Birds in the Sky,Charlie Jane Anders,1,thisusernameismeta
St. Germain,Chelsea Quinn Yarbro,1,"PaigeLChristie,"
Dark Eden,Chris Beckett,1,"Freeky,"
Fluke,Christopher Moore,1,"StarlightEstel,"
The Inverted World,Christopher Priest,1,"JATION,"
Heavy Time,CJ Cherryh,1,"DonMaitz, "
Foreigner,CJ Cherryh,1,"AngelDeath2,"
Witchmark,CL Polk,1,"TheFourthReplica,"
Vampire Empire series,Clay and Susan Griffith,1,"lrich1024, "
Bellweather,Connie Willis,1,"UncleObli,"
The Road,Cormac McCarthy,1,"jo_ba,"
Inkworld,Cornelia Funke,1,"TinyFlyingLion, "
Expeditionary Force,Craig Alanson,1,"marethyu316,"
Daniel Faust,Craig Schaeffer,1,barb4ry1
Wisdom's Grave Trilogy,Craig Schaeffer,1,"vigasia,"
Til We Have Faces,CS Lewis,1,"labchambers,"
Necroscope,CS Lewis,1,"RWWare,"
Captive Prince,CS Pacat,1,CarolinaCM
The Risen Kingdoms,Curtis Craddock,1,"Skyrider006,                             "
Flowers for Algernon,Daniel Keyes,1,"taichi22, "
The Bridge Kingdom,Danielle L. Jensen,1,"Hyzie, "
A Man of His Word,Dave Duncan,1,"KcirderfSdrawkcab,"
The Great Game,Dave Duncan,1,"KcirderfSdrawkcab,"
The Kings Blades,Dave Duncan,1,"Foyles_War,"
Winds of the Forelands,David B. Coe,1,"AmoronDonkeyballs,"
Will Robie,David Baldacci,1,"zagon2,"
Earth,David Brin,1,"mrsmoo,"
Lt. Leary series,David Drake,1,"seantheaussie,"
Lord of the Isles,David Drake,1,"Raestagg,"
Belisarius,David Drake and Eric Flint,1,"andypeloquin,"
Seafort Saga,David Feintuch,1,"AdamRueth, "
John Shannow,David Gemmell,1,"RWWare,"
Morningstar,David Gemmell,1,"steppenfloyd,"
Hawk Queen,David Gemmell,1,"KristinnK,"
Moontide Quartet,David Hair,1,"deadkeepteaching, "
Cloud Atlas,David Mitchell,1,"AlecHutson,"
In Fury Born,David Weber,1,"ShadyMcShade1,"
Safehold,David Weber,1,"andypeloquin,"
The Gods Are Bastards,DD Webb,1,"Cedocore,"
The Dragon's Legacy,Deborah A. Wolf,1,"mysterycookie333,"
All Souls Trilogy,Deborah Harkness,1,"ef_miller,"
We Are Legion,Dennie E. Taylor,1,"WereTiggy,"
Dark Lord of Derkholm,Diana Wynne Jones,1,"Fearful_Leader,"
The Forbidden Library,Django Wexler,1,SmallishPlatypus
Ship of Smoke and Steel,Django Wexler,1,"Fox9933,"
Forged in Fire,DK Holmberg,1,"cherylgmail,"
Lymond Chronicles,Dorothy Dunnett,1,"peleles,"
Kingshold,DP Woolliscroft,1,HalcyonDaysAreGone
Wolf of the North,Duncan M. Hamilton,1,"Kyrenox,"
The Enchanted Castle,E. Nesbit,1,"briargrey,"
Daniel Black,E. William Brown,1,"Meret123,"
Lensman,E.E. 'Doc' Smith,1,"Istarial,"
Trickster,Eden Robinson,1,"D3athRider, "
The Cycle of Arawn,Edward W. Roberts,1,"xmaster001, "
One Piece,Eiichiro Oda,1,"TheBeardyOnes,"
Elemental series,Elizabeth Hunter,1,"recchai,"
The Vintner's Luck,Elizabeth Knox,1,Megan_Dawn
The Winter Prince,Elizabeth Wein,1,"niko-no-tabi,"
Swords of Riverside,Ellen Kushner,1,aesir23
Poor Mans Flight,Elliott Kay,1,"TheBeardyOnes,"
Medusa Uploaded,Emily Devenport,1,"Zunvect, "
1632,Eric Flint & var. others,1,"Rudyralishaz,"
Wasp,Eric Frank Russell,1,"AwkwardTurtle,"
Le Livre des Etoiles,Erik l'Homme,1,"kaahr,"
Villains by Necessity,Eve Forward,1,"ShadyMcShade1,"
Jane Yellowrock,Faith Hunter,1,"PaigeLChristie,"
Amaranthine Saga,Forthright,1,"recchai,"
Whipping Star,Frank Herbert,1,"CertifiedMentat,"
The Dark Knight Returns,Frank Miller,1,"Mr-Thursday,"
The Twelve Kingdoms,Fuyumi Ono,1,laurenhiya21
Alif the Unseen,G. Willow Wilson,1,"TinyFlyingLion, "
The Bird King,G. Willow Wilson,1,"polarunderwear, "
The Ascendant Kingdoms,Gail Z. Martin,1,"RWWare,"
The Tutorial is Too Hard,Gandara,1,"Salaris, "
The Black Iron Legacy,Gareth Hanrahan,1,"Wheels630,"
Abomination,Gary Whita,1,"xLuthienx,"
The Wizard Knight,Gene Wolfe,1,"GeorgeMacDonald,"
Latro in the Mist,Gene Wolfe,1,"JimRJapan,"
Solar Cycle,Gene Wolfe,1,"Digger412,"
Animal Farm,George Orwell,1,"Severian_of_Nessus,"
Windhaven,George R.R. Martin and Lisa Tuttle,1,"nineteendoors,"
The Man Who Was Thursday,GK Chesterton,1,"GeorgeMacDonald,"
The Stormlord Trilogy,Glenda Larke,1,"niko-no-tabi,"
Mama Day,Gloria Naylor,1,"PaigeLChristie,"
Starship's Mage Series,Glynn Stewart,1,Lotronex
Wraith Kings,Grace Draven,1,unplugtheminus80
Faithless,Graham Austin-King,1,"AngryCumbrian,"
The Riven Wyrde Saga,Graham Austin-King,1,"BohemianPeasant,"
Quantum Logic,Greg Bear,1,Freeky
The Way,Greg Bear,1,"threeolives,"
Diaspora,Greg Egan,1,Freeky
Wicked,Gregory Maguire,1,"JohnAnderton,"
River of Stars,Guy Gavriel Kay,1,"Auberron,"
A Brightness Long Ago,Guy Gavriel Kay,1,sleeping-pug
Children of Earth and Sky,Guy Gavriel Kay,1,jbatchen
The Time Machine,H.G. Wells,1,"no_ragrats,"
Nissera Chronicles,Hannah West,1,"mysterycookie333,"
Seven Summer Nights,Harper Fox,1,improperly_paranoid
How Few Remain,Harry Turtledove,1,"GeorgeMacDonald,"
The Case of the Toxic Spell Dump,Harry Turtledove,1,"chuckusmaximus, "
The Two Georges,Harry Turtledove,1,"chuckusmaximus,"
The Wind-Up Bird Chronicle,Haruki Murakami,1,"pondandbucket,"
1Q84,Haruki Murakami,1,"WeDoNotSow,"
Death March to the Parallel World Rhapsody,Hiro Ainana,1,laurenhiya21
The Folk of the Air,Holly Black,1,CarolinaCM
Curse Workers,Holly Black,1,"tealparadise,"
Illiad & Oddysey,Homer,1,"Eladir,"
Silo Series,Hugh Howey,1,"Titan_Arum,"
Desolate Era,I Eat Tomatoes,1,"Genabackan,"
View From The Mirror,Ian Irvine,1,shadownight316
Three Worlds,Ian Irvine,1,"MedusasRockGarden,"
The Alchemy Wars,Ian Tregillis,1,Larimo
Clean Sweep Series,Ilona Andrews,1,katiedid1991
The Devourers,Indra Das,1,"polarunderwear, "
Robots,Isaac Asimov,1,"mariecroke,"
The Last Question,Isaac Asimov,1,"taichi22, "
Obernewtyn Chronicles,Isobelle Carmody,1,"MedusasRockGarden,"
Palace of Dreams,J Kathleen Cheney,1,"lrich1024,"
Book of Words,J.V. Jones,1,Larimo
Sword of Shadows,J.V. Jones,1,"thebloodynine85,"
The Demon Princes,Jack Vance,1,"Ihrenglass,"
Camulod Chronicles,Jack Whyte,1,"Raestagg,"
Dying Lands Chronicle,Jacob Cooper,1,"marethyu316,"
Inherit the Stars,James P. Hogan,1,"mariecroke,"
Night Huntress,Jeaniene Frost,1,"GarbagePailKid90,"
City of Saints and Madmen,Jeff Vandermeer,1,"ammorris22, "
Borne,Jeff Vandermeer,1,"JayKayxU,"
Harbinger Series,Jeff Wheeler,1,"Karaeth,"
Tide Lords,Jennifer Fallon,1,"Akill0816,"
Awaken the Stars,Jer Keene,1,"StrawbIchigo,"
Nevermoor,Jessica Townsend,1,"laku_,"
Cinder Spires,Jim Butcher,1,"illkraz,"
The Hammer,JK Parker,1,"sesto_uncias,"
Peter Pan,JM Barrie,1,"gunttert,"
Children of the Black Sun,Jo Spurrier,1,"antigrapist,"
My Real Children,Jo Walton,1,pokiria
Thessaly,Jo Walton,1,"CHMonster,"
Let the Right One In,John Ajvide Lindqvist,1,"spinachdumpling,"
Dragon Lords,John Banks,1,"mygoldenfeces,"
Demon Accords,John Conroe,1,"seantheaussie,"
Incorruptibles,John Horner Jacobs,1,"JimRJapan,"
The Fisherman,John Langan,1,"SirBowTheNotSoGiant,"
Redshirts,John Scalzi,1,"chuckusmaximus,"
Lock In,John Scalzi,1,"midobal,"
The Interdependency,John Scalzi,1,"midobal,"
Empire of Storms,Jon Skovron,1,"FleeetKeptRunning,"
The Lot Lands,Jonathan French,1,"Titan_Arum,"
"A Barrel of Laughs, A Vale of Tears",Jules Feiffer,1,"SmallFruitBat,"
Animorphs,K.A. Applegate,1,"DimwitAlmighty,"
Annals of the Bitch Queen,K.S. Villoso,1,KNicol
The Agartes Epilogues,K.S. Villoso,1,"WanderingWayfarer, "
Everworld,KA Applegate,1,luwendrill
Alex Craft,Kalayna Price,1,"GarbagePailKid90,"
Worldbreaker Saga,Kameron Hurley,1,"AngelDeath2,"
Light Brigade,Kameron Hurley,1,"lunchliege,"
Ventus,Karl Schroeder,1,"derivative_of_life, "
Life After Life,Kate Atkinson,1,"Idunn12380,"
Crown of Stars,Kate Elliott,1,"Ihrenglass,"
The Witches of Eileanan,Kate Forsyth,1,"GarbagePailKid90,"
Matthew Swift,Kate Griffin,1,"OldschoolIsh, "
The Psychology of Time Travel,Kate Mascarenhas,1,pokiria
Daggerspell,Katherine Kerr,1,"Pufforrohk, "
Buried Giant,Kazuo Ishiguro,1,"UnstitchedStitch,"
A Girl and Her Fed,KB Spangler,1,"TheBeardyOnes,"
Indranan War Trilogy,KB Wagers,1,sleeping-pug
The Tainted Accords,Kelly St. Clare,1,katiedid1991
The Conqueror's Saga,Kiersten White,1,"laku_,"
Fudoki,Kij Johnson,1,"MsAngelAdorer,"
The Years of Rice and Salt,Kim Stanley Robinson,1,"JohnAnderton,"
The Posterchildren,Kitty Burroughs,1,"StrawbIchigo,"
Folding Knife,KJ Parker,1,"RubiscoTheGeek,"
The Engineer Trilogy,KJ Parker,1,"pondandbucket,"
The Dark Abyss of Our Sins,Krista D. Ball,1,"StarlightEstel,"
Firebrand,Kristen Britain,1,"cherylgmail,"
Breakfast of Champions,Kurt Vonnegut,1,"AdamRueth, "
Halcyone Space,L.J. Cohen,1,"RyanToxopeus,"
Daughter of Smoke and Bone,Laini Taylor,1,"mysterymachine08,"
Amberlough,Lara Elena Donnelly,1,"The_Perfect_Nemesis,"
Saga of the Forgotten Warrior,Larry Correia,1,"zagon2,"
A Man Without Magic,Lawrence Watt-Evans,1,"sesto_uncias,"
The Long Tomorrow,Leigh Brackett,1,"TheFourthReplica,"
The Shadow,Lila Bowen,1,"wishforagiraffe, "
Emperor's Edge,Lindsay Buroker,1,"Phyrkrakr,"
The Wide Green World,Lois McMaster Bujold,1,"AdamRueth, "
Paladin of Souls,Lois McMaster Bujold,1,"Ihrenglass,"
The Gods of Pegna,Lord Dunsany,1,rattatally
Ascend Online,Luke Chimilenko,1,"Salaris,"
Ascend Online,Luke Chmilenko,1,"jjackson2,"
"UncleObli, astarinel, Larimo, Pufforrohk, Magoo451, UnstitchedStitch, Son_of_Winterfell, Esbilon, Genabackan, kjmichaels, valgranaire, TheFourthReplica, roninsb, improperlyparanoid, Marswolf01, ",Luke Scull,1,UbalaPung78
Nightrunner,Lynn Flewelling,1,"potatoespuds,"
The Tamir Triad,Lynn Flewelling,1,Lightylantern
The Indian in the Cupboard,Lynne Reid Banks,1,"DimwitAlmighty,"
Sol's Harvest,M.D. Presley,1,"vigasia,"
The Girl With All The Gifts,M.R. Carey,1,"PvogonJ,"
Feed,M.T. Anderson,1,"I-created-Jiah,"
A Wrinkle in Time,Madeleine LEngle,1,gunttert
Scorpio Races,Maggie Steifvater,1,illyriaya
The Centenal Cycle,Malka Older,1,"TheFourthReplica,"
The Handmaid's Tale,Margaret Atwood,1,"uhohmomspaghetti,"
Oryx and Crake,Margaret Atwood,1,"JohnAnderton,"
Deathgate Cycle,Margaret Weis and Tracy Hickman,1,"RyanToxopeus,"
The Mere Wife,Maria Dahvana Headley,1,sailorfish27
Study,Maria V. Snyder,1,"TheCraftyPanda,"
Soulfinders series,Maria V. Snyder,1,katiedid1991
Wearing the Cape,Marion G. Harmon,1,"TheBeardyOnes,"
Mists of Avalon,Marion Zimmer Bradley,1,"gunttert,"
One Word Kill,Mark Lawrence,1,"Redagain_xinc,"
Echoes of Empire,Mark T. Barnes,1,"JamesLatimer,"
House of Leaves,Mark Z. Danielewski,1,"WeDoNotSow,"
Frontlines,Markoo Kloos,1,"Kyrenox,"
The Book Thief,Markus Zusak,1,"nineteendoors,"
The Dark Star Trilogy,Marlon James,1,"amongstravens, "
Ile-Rien,Martha Wells,1,"Alissa-,"
Overlord,Maruyama,1,"taichi22, "
Ash: A Secret History,Mary Gentle,1,"CHMonster,"
Glamourist Histories,Mary Robinette Kowal,1,"SmallFruitBat,"
The Crystal Cave,Mary Stewart,1,"briargrey,"
Naruto,Masashi Kishimoto,1,"acexacid,"
Engelsfors,Mats Strandberg and Sara Bergmark Elfgren,1,"ullsi,"
Hunters and Collectors,Matt Suddain,1,barb4ry1
The Revenge of the Sith,Matthew Stover,1,"MusubiKazesaru,"
The Golden Key,"Melanie Rawn, Jennifer Roberson, and Kate Elliott",1,"Zunvect,"
Pattern of Shadow and Light,Melissa McPhail,1,"marethyu316,"
Obsidian Mountain,Mercedes Lackey,1,"DivisionMatrix, "
Diana Tregarde,Mercedes Lackey,1,"PaigeLChristie,"
"I, Jedi",Michael A. Stackpole,1,"sesto_uncias,"
Rogue Squadron,Michael A. Stackpole,1,"HellaSober,"
Jurassic Park,Michael Crichton,1,"I-created-Jiah,"
The Neverending Story,Michael Ende,1,"Barristan_the_Old,"
Eifelheim,Michael Flynn,1,"Keriew,"
The Wreck of the River of Stars,Michael Flynn,1,"Keriew,"
Mageborn,Michael G. Manning,1,"lordfarkle, "
"Gloriana, or the Unfulfilled Queen",Michael Moorcock,1,dwmmerrick
Corum,Michael Moorcock,1,"RevolutionaryCommand,"
The Book of Strange New Things,Michel Faber,1,"jddennis, "
Chronicles of Ancient Darkness,Michelle Paver,1,"TheStig136,"
Iconoclasts,Mike Shel,1,"ObiShaunKenobi,"
Masters and Mages,Miles Cameron,1,"Kyrenox,"
Newsflesh,Mira Grant,1,"xLuthienx,"
Revenant Winds,Mitchell Hogan,1,"cherylgmail,"
Shadow Ops,Myke Cole,1,"LordAncrath,"
Dreamblood Duology,N.K. Jemisin,1,"tarvolon,"
Midnight Robber,Nalo Hopkinson,1,"AngelDeath2,"
The Watchmaker of Filigree Street,Natasha Pulley,1,"RubiscoTheGeek,"
The Golden Age of the Solar Clipper,Nathan Lowell,1,"skavinger5882,"
The Polity,Neal Asher,1,Freeky
Arc of a Scythe,Neal Shusterman,1,"mistymountainz,"
Seveneves,Neal Stephenson,1,"RamboTarzann,"
Cryptonomicon,Neal Stephenson,1,"confusionsteephands,"
Coraline,Neil Gaiman,1,"midobal,"
Temper,Nicky Drayden,1,jddennis
Slow River,Nicola Griffith,1,Connyumbra
Archivist Wasp,Nicole Kornher-Stace,1,"happypolychaetes,"
Monogatari,Nisioisin,1,laurenhiya21
The Phantom Tollbooth,Norton Juster,1,"MsAngelAdorer, "
Wild Seed,Octavia Butler,1,"Magoo451,"
Xenogenesis,Octavia Butler,1,"PaigeLChristie,"
Parable of the Sower,Octavia Butler,1,Lotronex
"Kumo Desu Ga, Nani Ka?",Okina Baba,1,"inspyrous,"
Star Maker,Olaf Stapledon,1,rattatally
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,1,"GeorgeMacDonald,"
Seventh Son,Orson Scott Card,1,"TangledPellicles,"
Kencyrath,P.C. Hodgell,1,"Foyles_War, "
The Windup Girl,Paolo Bacigalupi,1,"TheFourthReplica,"
Od Magic,Patricia A. McKillip,1,"lunchliege,"
A Monster Calls,Patrick Ness,1,MsAngelAdorer
The Macht,Paul Kearney,1,"Redbirdfromtheeast,"
The Edge Chronicles,Paul Stewart,1,Grayriser
News of the World,Paulette Jiles,1,"BadgerMasher,"
Threshhold,Peter Clines,1,"BeardedMoon,"
Night's Dawn,Peter F. Hamilton,1,onrack
A Fine and Private Place,Peter S. Beagle,1,"Ihrenglass,"
Chronicles of the Black Gate,Phil Tucker,1,"Titan_Arum,"
Deathworlders,Philip R. Johnson,1,"skavinger5882,"
La Quete d'Ewilan,Pierre Bottero,1,"kaahr,"
Incarnations of Immortality,Piers Anthony,1,"TheR2P2,"
The Aspect Emperor,R. Scott Bakker,1,"Mattyes,"
Fourth Mansions,R.A. Lafferty,1,"tarvolon,"
The DemonWars Saga,R.A. Salvatore,1,"JATION,"
The Coven,R.A. Salvatore,1,"cherylgmail,"
Paradox,Rachel Bach,1,"Foyles_War,"
Girl of Fire and Thorns Series,Rae Carson,1,katiedid1991
Something Wicked This Way Comes,Ray Bradbury,1,"TangledPellicles,"
The Illustrated Man,Ray Bradbury,1,"TheFourthReplica,"
Quest of the Five Clans,Raymond St Elmo,1,lost_chayote
Legend of Huma,Richard Knaak,1,"RyanToxopeus,"
I am Legend,Richard Matheson,1,"jo_ba,"
Never Die,Rob J Hayes,1,"CMDR_Concubine, "
Illuminatus,Robert Anton Wilson,1,"Aluhut,"
MythAdventures,Robert Asprin,1,"RyanToxopeus,"
Spin Saga,Robert Charles Wilson,1,"JATION,"
Solomon Kane,Robert E. Howard,1,"DonMaitz, "
The Moon is a Harsh Mistress,Robert Heinlein,1,Saurosian
Mythago Wood,Robert Holdstock,1,"1626316263,"
Dragon's Egg,Robert L. Forward,1,"InspecteurCrouton,"
Treasure Island,Robert Louis Stephenson,1,"chelsea_hotel7316, "
The Fire Sacraments,Robert V.S. Redick,1,"Dig4Fire,"
The Soldier Son Trilogy,Robin Hobb,1,"labchambers, "
Damar,Robin McKinley,1,"PaigeLChristie,"
A Tale for the Time Being,Ruth Ozeki,1,keshanu
Grand Central Arena,Ryk Spoor,1,"Zunvect, "
A Kingdom of Exiles - Outcast Fantasy,S.B. Nova,1,"katiedid1991,"
An Ember in the Ashes,Sabaa Tahir,1,"zagon2,"
Throne of the Crescent Moon,Saladin Ahmed,1,"wanemarr, "
The Poison Wars Series,Sam Hawke,1,"SharadeReads,                             "
Empire Star,Samuel R. Delaney,1,"TheFourthReplica,"
Queens of Renthia,Sarah Beth Durst,1,"mariecroke,"
Throne of Glass,Sarah J. Maas,1,"MistressBedlam,"
Magic 2.0,Scott Meyer,1,"threeolives,"
InCryptid,Seanan McGuire,1,"GarbagePailKid90,"
Watch,Sergei Lukyanenko,1,"navilo, "
Rebel Mechanics,Shanna Swendon,1,"feralanima,"
Princess Academy ,Shannon Hale,1,"MsAngelAdorer,"
Liaden,Sharon Lee and Steve Miller,1,"Foyles_War,"
The Pride Series,Shelley Laurenston,1,"Hawk1138,"
Omniscient Reader's Viewpoint,Sing-Shong,1,"Salaris,"
Whateley Academy,Source Wikipedia (??),1,"ShadyMcShade1,"
Mongrels,Stephen Graham Jones,1,"MsAngelAdorer,"
Desperation,Stephen King,1,"DonMaitz, "
11/22/63,Stephen King,1,"js52000,"
Misery,Stephen King,1,"I-created-Jiah,"
Doctor Sleep,Stephen King,1,"I-created-Jiah,"
The Long Walk,Stephen King,1,"haaplo,"
The Running Man,Stephen King,1,"chuckusmaximus,"
Matador,Steve Perry,1,"RWWare,"
Dragaeran World,Steven Brust,1,"AngelDeath2,"
The Invisible Valley,Su Wei,1,"polarunderwear, "
Swordheart,T Kingfisher,1,"seantheaussie,"
Clocktaur War,T. Kingfisher,1,"Szarka22,"
Otherland,Tad Williams,1,"goofy_mcgee,"
The Wormwood Trilogy,Tade Thompson,1,"Swarlos262,"
Ghosts in the Snow,Tamara Siler Jones,1,"mariecroke,"
Tricksters,Tamora Pierce,1,"potatoespuds,"
The Immortals,Tamora Pierce,1,"potatoespuds,"
Trickster's Choice,Tamora Pierce,1,"AwkwardTurtle,"
The Silvered,Tanya Huff,1,recchai
Confederation,Tanya Huff,1,"Foyles_War,"
The Enchantment Emporium,Tanya Huff,1,"briargrey,"
The Summoner Series,Taran Matharu,1,"TheR2P2,"
Stories of Your Life and Others,Ted Chiang,1,"Magoo451,"
The Story of Your Life and Others,Ted Chiang,1,"TheFourthReplica,"
Spellmonger,Terry Mancour,1,"mysterycookie333,"
Nation,Terry Pratchett,1,"BattleBreeches,"
Extraordinary Adventures of the Athena Club,Theodora Goss,1,"JimmyJames42,"
"Green Grass, Running Water",Thomas King,1,keshanu
On Stranger Tides,Tim Powers,1,"DonMaitz, "
The Anubis Gates,Tim Powers,1,"Abelincononabear,"
Declare,Tim Powers,1,"Talas_Engineer,"
Last Call,Tim Powers,1,"Gaylord_the_Edgelord,"
Manta's Gift,Timothy Zahn,1,jddennis
The Philosopher's Flight,Tom Miller,1,The_Real_Js
Children of Blood and Bone,Tomi Adeyemi,1,"CapNitro,"
Letter to the King,Tonke Dragt,1,"LoniBana,"
"Balam, Spring",Travis M. Riddle,1,laurenhiya21
Always Coming Home,Ursula K Le Guin,1,Arion_rufus
Lavinia,Ursula K Le Guin,1,pokiria
Annals of the Western Shore,Ursula K Le Guin,1,"TinyFlyingLion, "
The Changeling,Victor LaValle,1,JimmyJames42
Dr. Greta Helsing,Vivian Shaw,1,"lrich1024, "
Dreamsnake,Vonda N. McIntyre,1,jddennis
The 13 1/2 Lives of Captain Bluebear,Walter Moers,1,"Eldrene_Ay_Ellan, "
Rumo & His Miraculous Adventures,Walter Moers,1,"Ihrenglass,"
Elfhome series,Wen Spencer,1,Lotronex
Elder Empire,Will Wight,1,"xmaster001, "
Naked Lunch,William S. Burroughs,1,"Aluhut,"
We,Yevgeny Zamyatin,1,"Magoo451,"
Dungeon Defense,Yoo Heon Hwa,1,"taichi22, "
Forge of Destiny,Yrsillar,1,"Salaris,"
The War for the Oaks,Emma Bull,1,lyrrael
The Wood Wife,Terri Windling,1,lyrrael
Earthseed,Octavia Butler,1,lyrrael
Grass,Sheri Tepper,1,lyrrael
The Ship Series,Anne McCaffrey,1,lyrrael
Illusion,Paula Volsky,1,lyrrael